day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-08-01,-0.055701103119765796,0.537560537508261,0.2367752523689097,1.2894619990207696,8.0
2025-08-02,0.24786588662983142,0.49595748734907763,-0.4231800139085218,0.15724457112821624,10.0
2025-08-03,0.5957604158890377,0.0334474231149776,-0.4830880301911344,0.06887629398390195,2.0
2025-08-04,-0.17182666767203122,1.1118128269052798,0.9668593851162262,2.102729767303273,5.0
2025-08-05,-0.0575483532518214,0.8810978954165207,0.5484380478460608,1.2355193317043305,19.0
2025-08-06,0.3994175998856696,0.5030797674057222,0.11439163912130057,1.108471071957652,7.0
2025-08-07,1.1169681708857255,1.5183607148330505,-0.194519362947844,0.6392139662175077,10.0
2025-08-08,0.14338501300364548,0.7905741921492367,0.47145132502189924,1.203367902202106,10.0
2025-08-09,-0.35320693505779943,0.3936381224185637,0.03250734934393859,0.6602856844515016,2.0
2025-08-10,-0.1469938680798414,1.1464596671680638,0.33458605150194237,1.6204893770759563,12.0
2025-08-11,0.663752714763881,1.1289669718124549,-0.07960102036146965,0.7605532240232032,14.0
2025-08-12,-0.3528506806308429,0.9355888363978638,-0.3609960677094355,0.529793950192925,7.0
2025-08-13,0.24651216241045681,0.9992208422272563,0.2719181034887585,1.4592394642459428,9.0
2025-08-14,0.30477077206394515,1.3545978527610103,-0.11076892211883543,0.7410886205082968,19.0
2025-08-15,-0.1323958674431422,0.7301674879139746,-0.056794250983784364,0.8420180693747894,23.0
2025-08-16,0.5001615079103896,1.5275700551898073,0.18117461504871324,0.9530653578741866,8.0
2025-08-17,0.32196549093599197,0.4726356635262752,0.34541446367674244,1.6483583161594304,4.0
2025-08-18,0.2999782429199844,0.7964064730111627,0.21699118548312996,1.219402659190477,31.0
2025-08-19,0.2088106207659634,1.0876538726751903,0.272444582220632,1.8051062671295497,23.0
2025-08-20,0.5011406015795171,1.2655967525823015,-0.2655538693427614,0.5279975702716018,17.0
2025-08-21,0.17673202216520992,1.152022760046431,0.42535821372956173,1.2923751853162366,14.0
2025-08-22,0.3575179582371488,1.245201370738472,0.11560846139755827,0.677684979303683,12.0
2025-08-23,0.07575845855929261,0.6581913247260267,0.10008302018684619,1.2959575883044407,10.0
2025-08-24,0.5217037539839532,1.0436161767380645,-0.14861061950980803,0.691539937044568,16.0
2025-08-25,0.6144711299796545,1.2558493812862788,-0.08209222487007847,0.7220694068877128,30.0
2025-08-26,0.5482074666569647,0.7895548219837385,0.44324403759676323,1.4863357143042553,15.0
2025-08-27,0.03660478096988026,0.930428853022319,-0.21200129292283862,0.7101748648034487,11.0
2025-08-28,0.11805533366775992,1.0450385652445109,-0.14270853131302755,0.7502798213325093,21.0
2025-08-29,-0.19907379566366984,0.9304798316345096,0.06959786507085611,1.352375955206169,32.0
2025-08-30,0.08479311466179705,1.0873381643626698,-0.04018441577839909,0.9830758200547134,13.0
2025-08-31,-0.17478511439849548,0.7159101875078459,-0.26524136337885673,0.40583944402238875,5.0
2025-09-01,0.11662758912301129,0.7742488522173958,0.1158458856437174,0.9593140888997022,15.0
2025-09-02,0.07986372824861429,0.8967027416028297,0.21475811811808249,0.9597099983254859,25.0
2025-09-03,0.32838962977355685,1.0627592942653212,-0.17255071191397078,0.6156451714591308,15.0
2025-09-04,0.23673307101445476,0.8276905845610877,-0.057002797563188275,0.7049972212718643,7.0
2025-09-05,0.14728643288154172,1.0873406193121873,0.03909289956385297,0.8613291951030193,12.0
2025-09-06,-0.23495892263421092,0.22641017952546266,0.08632841880297759,0.7364001708218989,2.0
2025-09-07,-0.009159993736764127,1.4044684187294534,-0.11335122637278838,0.8036348093121155,6.0
2025-09-08,0.0447045653581385,0.7106504321294319,0.254654331068503,1.099725974782142,10.0
2025-09-09,0.38186102964434776,1.1352956062972626,-0.07197589021518493,0.7246444182063688,20.0
2025-09-10,0.1708979018841991,1.765993373877941,-0.16974723852940285,0.8735304157973844,7.0
2025-09-11,-0.02708215717858803,1.0186348976962885,0.11144221418553187,0.8817660166012229,12.0
2025-09-12,-0.004942697442329405,0.9321393945099076,-0.0819212745763408,0.7481915099456097,16.0
2025-09-13,-0.17199159615017218,0.886183225195642,-0.1728250447135,0.7422928216714734,13.0
2025-09-14,-0.17302409836075824,0.7892326043764349,-0.05502533758377134,0.7177857518161297,26.0
2025-09-15,-0.39061217749683047,0.8200972255590476,-0.24979005581886143,0.6906181332425676,17.0
2025-09-16,-0.14387331922148533,1.7488109998139425,0.5560105641469789,1.3077038736427802,9.0
2025-09-17,0.4236629189646237,1.0681831369988264,0.4410323077384785,1.0409807226700416,12.0
2025-09-18,0.4784231316178615,0.6009217566717268,0.5683498029667141,1.6006434905492248,15.0
2025-09-19,0.5687313517363841,0.80804477064386,-0.17929154585178111,0.6117526661246009,27.0
2025-09-20,0.1514121817298775,1.095387545924942,0.1386981998713967,0.9107637675203993,15.0
2025-09-21,0.27558992861213255,0.8217298840347593,-0.13842297900684702,0.67755411526097,16.0
2025-09-22,0.09904740146367162,0.8073745663560308,0.3271646892460044,1.5294834534611175,15.0
2025-09-23,0.09884350756827917,1.3737433729011852,-0.006396503846371899,0.9715611434711752,7.0
2025-09-24,0.13551588252968377,0.8369965325578161,0.6407066167249007,1.4632317139111461,9.0
2025-09-25,0.6300423994292208,1.0106846450682734,0.1458938916995126,1.3022819314460459,9.0
2025-09-26,0.11140793109132814,0.8087758716248458,0.12860472043257137,1.2252717448923602,9.0
2025-09-27,0.0832808571002581,0.7391403163572066,0.279735664614283,1.2837795780887638,9.0
2025-09-28,-0.12235733068849765,0.9580676533780573,-0.06366635850135145,0.9205906394743604,17.0
2025-09-29,0.15377363552816423,0.8930983581523358,0.3314887768954369,1.3696988726813832,11.0
2025-09-30,0.18337417665624647,1.1384596511758895,0.2933415998268102,1.1979638491217157,14.0
2025-10-01,0.3588620030569958,0.8175980705878092,0.9515251802913027,1.5307070952524147,20.0
2025-10-02,0.2475765315007206,1.068818487820529,0.11535632889821049,1.229225937488419,14.0
2025-10-03,0.20475661137504225,0.4849044271119655,-0.18373364139987713,0.8063882732032841,17.0
2025-10-04,-0.4598347455080504,0.793526779824308,-0.42067740507765833,0.43346195170278523,13.0
2025-10-05,-0.19312730810468695,1.0480459979029189,-0.2790053391800358,0.6107708760309158,35.0
2025-10-06,0.6921367920879399,0.9465733387083536,-0.3031687174880757,0.4424815285154881,12.0
