,summary,Sommer,Herbst,Frühling,Winter,word
summaryOfAllWords,524566.0957332609,135861.8679485706,89878.7613345279,93376.05736837228,205449.40907993665,
Schlechtwetter-Sommer,3.429317320596316,0.8118643389699349,-0.4720742084181574,-0.4783413686141229,-0.674504725367595,Schlechtwetter-Sommer
Dehoga,3.465562997957676,0.8193084331958603,-0.4825880997621678,-0.48885525995813317,-0.6850186167116052,Dehoga
schlechtwetter+-+sommer dehoga,2.918391365817116,0.6782502472848938,-0.3107455613063412,-0.3170127215023065,-0.5131760782557787,schlechtwetter+-+sommer dehoga
sieht,45.04317918289988,-0.48581414905695597,0.6236579132091865,-0.46655659074454064,0.044192883075438893,sieht
dehoga seh+t,3.2374642984990585,0.7686059703263379,-0.41450339842011774,-0.4207705586160832,-0.6169339153695552,dehoga seh+t
Betriebe,12.563921473546431,0.07657911753619061,0.8894589392883467,0.3353279683943719,-1.9729728474365156,Betriebe
seh+t betrieb+e,3.113522203895111,0.7366446169055946,-0.37546762574116366,-0.3817347859371292,-0.5778981426906012,seh+t betrieb+e
Bedrängnis,3.570295273228811,0.6764660578595608,-0.5123613009051036,-0.5186284611010692,-0.32864492944502505,Bedrängnis
betrieb+e bedrängnis,2.9510293323825207,0.688806123331728,-0.321867034668394,-0.3281341948643593,-0.5242975516178314,betrieb+e bedrängnis
Katastrophaler,2.8303359698352253,0.6479447772492792,-0.280108420810977,-0.28637558100694227,-0.48253893776041445,Katastrophaler
bedrängnis katastrophal+er,2.8303359698352253,0.6479447772492792,-0.280108420810977,-0.28637558100694227,-0.48253893776041445,bedrängnis katastrophal+er
Juli,24.0853893089884,0.7063443027725469,-0.11713512594379907,-0.15125101433264002,-0.836343552814631,Juli
katastrophal+er juli,2.741260660683734,0.6142463267875814,-0.24813090867461618,-0.2543980688705816,-0.4505614256240537,katastrophal+er juli
Hier,746.5235080386924,0.18343680442006685,-0.4230911267503248,-0.82687474104862,0.2417453325543328,Hier
juli hier,2.8981951881508383,0.6715415774794572,-0.30380119328535593,-0.3100683534813211,-0.5062317102347933,juli hier
finden,696.7287730391822,0.16738165972903996,-0.3933082967637519,-0.855281393185858,0.24922283120847172,finden
hier find+en,671.0491983114598,0.17461743269291688,-0.4219085570300132,-0.9179404430931231,0.26037048467281726,hier find+en
Sie,1609.4814968335916,0.12148409350711423,-0.3730711783314323,-0.7321904871643663,0.25212139800262473,Sie
find+en sie,650.5657403465544,0.15479604008907863,-0.417926713233737,-0.9270849878710056,0.2725986772094908,find+en sie
Informationen,641.2830411413211,0.14435800972172802,-0.4300448534934479,-0.9296642399027275,0.2816554744597971,Informationen
sie information+en,636.092773939909,0.14560716177593885,-0.43151066454393927,-0.9348742961165143,0.2819527555112791,sie information+en
Thema,740.5933246334002,0.07275740450451698,-0.44249456028297096,-0.9647808001533914,0.32773593241277543,Thema
information+en thema,730.4335593342163,0.0750960359298926,-0.44807905615566707,-0.9850514938325244,0.3301651094979264,information+en thema
thema schlechtwetter+-+sommer,2.732400378499916,0.6107087993835635,-0.24489348134433037,-0.25116064154029566,-0.4473239982937676,thema schlechtwetter+-+sommer
Lesen,778.8282975359122,0.11094021503675561,-0.44424727505961714,-0.9394063860931054,0.30467416356005583,Lesen
les+en sie,811.6585963979421,0.12531967635686705,-0.4557615571095105,-0.9048532459081522,0.2944948189220624,les+en sie
sie dehoga,2.5813018239658554,0.5443778088718322,-0.1880068535527702,-0.1942740137487355,-0.39043737050220767,sie dehoga
Die,860.2840158570324,-0.07627182534699678,0.1901499313815994,0.05087174968872532,-0.06911156263552996,Die
Gastronomie,3.6404953315423088,0.8524701186655885,-0.5318327514305372,-0.5380999116265027,-0.7342632683799747,Gastronomie
der gastronomie,2.354025646116976,0.4168438608893002,-0.09583990242174245,-0.1021070626177078,-0.29827041937118,der gastronomie
Rheinland-Pfalz,98.82055742354133,0.4438385553192931,-0.06921228657292046,-1.0198994860426123,-0.050876415318099555,Rheinland-Pfalz
gastronomie rheinland-pfalz,2.399589092822426,0.44575631179030506,-0.11501051031748198,-0.12127767051344747,-0.31744102726691953,gastronomie rheinland-pfalz
schlägt,18.1276211841694,0.503501964487739,0.4193716081650643,-1.1365930588546234,-0.4340202725572254,schlägt
rheinland-pfalz schlag+t,2.470514646738579,0.4871572874521247,-0.14413948688553974,-0.15040664708150522,-0.34657000383497727,rheinland-pfalz schlag+t
Alarm,10.655871638666074,0.1546604490385138,-1.6058240667504073,-0.5258088590928282,0.35410717048258966,Alarm
schlag+t alarm,3.8183076893458923,0.8821181835422703,-0.5795203101447833,-0.5857874703407487,-0.7819508270942208,schlag+t alarm
angesichts,10.082331074499258,-0.2445004768518664,-0.45711361540202095,-1.556764652440022,0.5083967304608588,angesichts
alarm angesichts,2.5715831800679845,0.5396798570777481,-0.18423473156127823,-0.1905018917572435,-0.3866652485107157,alarm angesichts
verregneten,7.6980742376398785,0.846083448650405,0.1076934020514893,-1.2869503577137265,-0.9177604059016504,verregneten
angesichts verregnet+en,2.7976002701892044,0.6359402222845838,-0.2684750022918539,-0.27474216248781924,-0.47090551924129137,angesichts verregnet+en
Sommers,22.716906780907696,1.2251381857998054,-1.2899820215105393,-2.111557964306116,-2.068593757101617,Sommers
verregnet+en sommer+s,5.043330265187855,0.9860498505257178,-0.5893707866786767,-0.8640467899171672,-1.0602101466706393,verregnet+en sommer+s
Schlechtwetterlage,2.7740347547915967,0.6270303773036419,-0.26001584952415274,-0.2662830097201181,-0.46244636647359005,Schlechtwetterlage
der schlechtwetter+lage,2.7740347547915967,0.6270303773036419,-0.26001584952415274,-0.2662830097201181,-0.46244636647359005,der schlechtwetter+lage
treffe,2.5290108745972244,0.5184008589295998,-0.1675412665838477,-0.17380842677981306,-0.3699717835332851,treffe
schlechtwetter+lage treff+e,2.5290108745972244,0.5184008589295998,-0.1675412665838477,-0.17380842677981306,-0.3699717835332851,schlechtwetter+lage treff+e
Branche,11.272293074740839,0.27186990753599505,0.05319966260327047,0.6912719143586123,-1.149785624837907,Branche
treff+e branche,2.459776437755284,0.48114934454221675,-0.13978346579916495,-0.1460506259951304,-0.3422139827486026,treff+e branche
wichtigsten,21.40691541129505,-0.34893673780993956,0.8828214810669007,0.0884017835200604,-0.6300375972606262,wichtigsten
branche wichtig+st+en,2.389252193973517,0.43936585945947754,-0.11069342637834433,-0.11696058657430967,-0.3131239433277819,branche wichtig+st+en
Saisonzeit,2.354025646116976,0.4168438608893002,-0.09583990242174245,-0.1021070626177078,-0.29827041937118,Saisonzeit
wichtig+st+en saison+zeit,2.354025646116976,0.4168438608893002,-0.09583990242174245,-0.1021070626177078,-0.29827041937118,wichtig+st+en saison+zeit
voller,31.484366806453746,-0.14549000898396483,-0.5288978853714642,0.8065897070006369,-0.34879357497764896,voller
saison+zeit voll+er,2.319915828397823,0.39386727359136275,-0.08124390310294807,-0.0875110632989134,-0.2836744200523856,saison+zeit voll+er
Wucht,6.3665377860085055,-0.27852518145051064,-0.04508592550511999,0.40736097431003865,-0.04971111456750469,Wucht
voll+er wucht,5.795380286360896,-0.18453047613050969,0.04890877981488095,0.3375910474084563,-0.09762164162463678,voll+er wucht
sagte,42.36864355483226,-0.19609522285757588,0.4428242175035169,-0.5874730418054056,0.0732101788852595,sagte
wucht sag+te,2.2947291365823563,0.37610464375284275,-0.07032781221745509,-0.07659497241342045,-0.27275832916689247,wucht sag+te
Gereon,2.2853805479509126,0.36932933465540935,-0.06624555119835794,-0.07251271139432335,-0.2686760681477955,Gereon
sag+te gereon,2.2853805479509126,0.36932933465540935,-0.06624555119835794,-0.07251271139432335,-0.2686760681477955,sag+te gereon
Haumann,2.2753615554432693,0.3619543576408746,-0.06185196419107133,-0.06811912438703661,-0.2642824811405087,Haumann
gereon hau+mann,2.2753615554432693,0.3619543576408746,-0.06185196419107133,-0.06811912438703661,-0.2642824811405087,gereon hau+mann
+2370,2.260053989311559,0.3504521768601449,-0.055101701020669344,-0.06136886121663463,-0.25753221797010667,+2370
hau+mann +2370,2.260053989311559,0.3504521768601449,-0.055101701020669344,-0.06136886121663463,-0.25753221797010667,hau+mann +2370
chars,1203.5305638505797,-0.023068342005779504,-0.23658531856643805,-0.20494522346863428,0.1751876823284218,chars
+2370 char+s,2.2531499185806796,0.3451691068833868,-0.0520421999401641,-0.05830936013612946,-0.25447271688960166,+2370 char+s
Konkurrenz,3.6981727832010582,0.04523440468641664,0.9469834588133209,-0.5538190144336467,-0.7499823711871189,Konkurrenz
Krügerrand,2.9784598290624,-0.42485569749998403,1.0173619253227242,-0.337386490168378,-0.5335498469218501,Krügerrand
konkurrenz krug+er+rand,2.9784598290624,-0.42485569749998403,1.0173619253227242,-0.337386490168378,-0.5335498469218501,konkurrenz krug+er+rand
Goldener,5.123597362546415,-0.6462887199896423,1.3438931802263285,-0.8798369613508714,-1.0760003181043434,Goldener
krug+er+rand golden+er,2.576266358649473,-0.2797905694670055,0.827039773735608,-0.19232136213539947,-0.3884847188888716,krug+er+rand golden+er
Bayern,235.14444519898035,0.1705580484198787,-0.9088500944009505,-0.4836802565958142,0.27192933265748753,Bayern
golden+er bayer+n,3.287596697315826,-0.5236061771769757,1.116651980263204,-0.43613696984536954,-0.6323003265988417,golden+er bayer+n
Thaler,3.475643354442699,-0.5792289663234333,1.1647480013843838,-0.4917597589918271,-0.6879231157452992,Thaler
bayer+n thaler,3.475643354442699,-0.5792289663234333,1.1647480013843838,-0.4917597589918271,-0.6879231157452992,bayer+n thaler
Herbst,695.2112046880522,-2.0111318423974214,1.6490082084013407,-2.0617299000715,-2.0305048867980937,Herbst
thaler herbst,5.027877952811021,-0.948447383400708,1.3906479113276593,-0.8609781760691019,-1.0571415328225742,thaler herbst
kommen,91.63552376751137,0.14172626290065254,-0.41423924650091615,-0.23057817708826706,0.1321468971900943,kommen
herbst komm+en,4.7700690986956635,-0.8958101573685218,1.365873395728357,-0.8083409500369156,-1.0045043067903878,herbst komm+en
komm+en hier,4.259269722487014,-0.7825470854132858,0.5378976766935133,-0.6950778780816796,0.24290797288759614,komm+en hier
thema konkurrenz,2.423360733909586,-0.21860467626469063,0.7239468881166614,-0.13113546893308448,-0.3272988256865566,thema konkurrenz
sie golden+er,2.576266358649473,-0.2797905694670055,0.827039773735608,-0.19232136213539947,-0.3884847188888716,sie golden+er
Staatsregierung,2.79739474118348,-0.36213790094040077,0.8706775050268571,-0.27466869360879476,-0.3529341292213992,Staatsregierung
der staat+s+regierung,2.7117821728685643,-0.33105541358709073,0.9017599923801671,-0.24358620625548477,-0.4397495630089569,der staat+s+regierung
Verkauf,2.9414944611154032,-0.41236713878044395,1.003312888114425,-0.324897931448838,-0.5210612882023099,Verkauf
staat+s+regierung verkauf,2.5007549041430948,-0.25004201442362195,0.7790271914998046,-0.16257280709201594,-0.358736163845488,staat+s+regierung verkauf
Wertanlage,2.433385470649517,-0.2227328520244928,0.7314562846659614,-0.13526364469288668,-0.3314270014463588,Wertanlage
verkauf wert+anlage,2.433385470649517,-0.2227328520244928,0.7314562846659614,-0.13526364469288668,-0.3314270014463588,verkauf wert+anlage
Privatinvestoren,2.388815736870158,-0.20424710202673352,0.6971313163229479,-0.11677789469512735,-0.31294125144859947,Privatinvestoren
wert+anlage privatinvestor+en,2.388815736870158,-0.20424710202673352,0.6971313163229479,-0.11677789469512735,-0.31294125144859947,wert+anlage privatinvestor+en
Welt,26.50356219654232,0.20801432139370546,0.25520235103999583,-0.6785931686219728,-0.05781744672863485,Welt
privatinvestor+en welt,2.4368750349545896,-0.22416586157222163,0.7340426906701674,-0.13669665424061547,-0.3328600109940877,privatinvestor+en welt
gedachten,2.455567350229629,-0.23180720091036167,0.7476610751523965,-0.14433799357875565,-0.3405013503322276,gedachten
welt gedenk+en,2.455567350229629,-0.23180720091036167,0.7476610751523965,-0.14433799357875565,-0.3405013503322276,welt gedenk+en
goldenen,5.072755781025078,-0.9573335829619158,1.1078979720898268,-0.8698643756303095,-0.2429907606369334,goldenen
gedenk+en golden+en,2.5007549041430948,-0.25004201442362195,0.7790271914998046,-0.16257280709201594,-0.358736163845488,gedenk+en golden+en
golden+en bayer+n,2.561419610850768,-0.274011006755541,0.8180003388294307,-0.18654179942393492,-0.3827051561774069,golden+en bayer+n
Thalers,2.61897369082528,-0.2962318864446908,0.8520409436918851,-0.2087626791130848,-0.4049260358665569,Thalers
bayer+n thaler+s,2.61897369082528,-0.2962318864446908,0.8520409436918851,-0.2087626791130848,-0.4049260358665569,bayer+n thaler+s
voraussichtlich,17.37718181239626,0.17333357475228295,0.46820525721141226,-0.5225460859161691,-0.22490554117846853,voraussichtlich
thaler+s voraussichtlich,2.726499115857674,-0.3364677775800032,0.9091208350055037,-0.2489985702483971,-0.44516192700186924,thaler+s voraussichtlich
voraussichtlich herbst,3.6319893732833606,-0.6232299013501357,1.199477540217057,-0.5357606940185294,-0.7319240507720016,voraussichtlich herbst
starten,38.97742684813241,-0.115195727319643,0.20813268149891476,0.18907382315528234,-0.1322313012506799,starten
herbst start+en,3.9307322324781344,-0.7022750936961981,1.2555461566961388,-0.614805886364592,-0.8109692431180641,herbst start+en
Münzen,5.134337483184226,0.20994130043099052,0.2634152242648397,0.5997403190826657,-1.0780943311242843,Münzen
der münze+n,2.7117821728685643,-0.33105541358709073,0.9017599923801671,-0.24358620625548477,-0.4397495630089569,der münze+n
sollen,60.41340458348762,0.13453593668782607,-0.1250866277556257,-0.8584555240644772,0.1972773661103154,sollen
münze+n soll+en,2.6286689600582123,-0.29992698571472326,0.857519483371968,-0.2124577783831172,-0.40862113513658926,münze+n soll+en
bayerische,6.382419725532836,0.2943324317686491,0.2910377367779386,-0.5890532902741269,-0.1884774945995807,bayerische
soll+en bayerisch+e,2.534747536497609,-0.26354340743189203,0.8012812498448955,-0.17607420010028607,-0.3722375568537582,soll+en bayerisch+e
Al…,3.5540684289832383,-0.6015423500957706,0.4013934870887222,0.15141749235263438,0.008517098513655907,Al…
bayerisch+e al…,2.4766676016502767,-0.24036331405189681,0.7625725231325959,-0.1528941067202908,-0.34905746347376293,bayerisch+e al…
+1165,3.4361252610045856,-0.5677938254038121,0.4116744506589462,0.07479408451328179,0.027971814354745404,+1165
al… +1165,2.455567350229629,-0.23180720091036167,0.7476610751523965,-0.14433799357875565,-0.3405013503322276,al… +1165
+1165 chars,2.433385470649517,-0.2227328520244928,0.7314562846659614,-0.13526364469288668,-0.3314270014463588,+1165 chars
Wetteraussichten,40.74311242306877,0.7996198029899775,-0.45236313420859603,-1.6256068562638415,-0.3363654830395885,Wetteraussichten
Gewitter,1366.7608483298561,1.315022654338631,-3.207839013932325,-2.9209710191852696,-3.0390766502497306,Gewitter
wetter+aussicht+en gewitter,4.930499052604854,1.008676270660701,-0.8351532095862185,-0.8414203697821838,-1.0375837265356558,wetter+aussicht+en gewitter
östlichen,6.236753183975175,0.271893567351429,-1.0701727228313085,-0.4997646105129158,0.23078588871581962,östlichen
gewitter östlich+en,3.5490355038005363,0.8356774137339432,-0.5063888764487946,-0.5126560366447598,-0.7088193933982319,gewitter östlich+en
Bundesländern,17.591957992030835,-0.4941695895931792,-0.020594926025156366,-2.113422024489638,0.5106371662586253,Bundesländern
östlich+en bund+es+land+ern,3.232748024621654,0.7674524796784379,-0.4130455560875428,-0.41931271628350797,-0.6154760730369802,östlich+en bund+es+land+ern
erwartet,240.12901355742534,0.27622744446767283,-0.30835235316666415,-0.24711478763120479,0.005190764432838361,erwartet
bund+es+land+ern erwart+et,3.4228067658628443,0.5742170418658595,-0.470173905209827,-0.47644106540579234,-0.19435141028008032,bund+es+land+ern erwart+et
erwart+et hier,32.905052734426796,0.5580603628537533,-0.4241815012234567,-0.8281909312988187,-0.09100008916665055,erwart+et hier
thema wetter+aussicht+en,15.927470809904486,0.8842378756159022,-0.6088412421402775,-2.0140255014633706,-0.42532996396640876,thema wetter+aussicht+en
sie gewitter,56.7671024989759,1.3090409550792683,-3.278669975526639,-2.2563300082196065,-3.202346616632351,sie gewitter
Auf,125.88248635962434,0.12814909310582367,-0.4183547957588539,-0.5908034130233414,0.23262287989906086,Auf
eher,41.910780267094886,0.3419227064326808,-0.17001661405417817,0.07497267593201888,-0.2699237600145917,eher
auf eher,2.4226542808475626,0.45967683766104644,-0.1245767483251613,-0.13084390852112673,-0.3270072652745987,auf eher
ungemütliches,14.868297007814016,0.13164552213633557,0.678757026169589,-0.5511574778374162,-0.39369684526013793,ungemütliches
eher un+gemütlich+es,3.0949976275151827,0.5514237180781981,-0.36950013852810815,-0.37576729872407366,-0.23447826761699292,eher un+gemütlich+es
Wetter,853.4909031012953,0.3171712076806741,-0.9227440511314842,-0.5296878494193488,0.18538798667468814,Wetter
un+gemütlich+es wetter,11.305841090253228,0.035067153461544334,0.40698196890473776,-0.1559398314317566,-0.1956617005011709,un+gemütlich+es wetter
Menschen,210.08356037840534,-0.0893211084730516,-0.7410207454333501,-0.1884155918675358,0.310068557133193,Menschen
wetter mensch+en,3.1513973085863043,0.4452485444219599,-0.3875589434538725,-0.39382610364983794,-0.08599015949207515,wetter mensch+en
Sachsen,101.75762118268067,0.3106117472634597,-0.9834962115045864,-0.7828124105969924,0.24663690329459778,Sachsen
mensch+en sachsen,3.0265971132548417,0.711978209873032,-0.34715192242480175,-0.35341908262076693,-0.5495824393742392,mensch+en sachsen
Sachsen-Anhalt,70.37747339852783,0.10842498473694286,-0.052444995279607755,-0.7721889996203234,0.17491001660509015,Sachsen-Anhalt
sachsen sachsen-anhalt,20.55972001382897,0.3590306689860038,-1.6710141109094672,-0.3531379449446161,0.18630309111537033,sachsen sachsen-anhalt
Thüringen,97.50316404566598,-0.04281302203230555,-0.4827215978439379,-1.143185018937096,0.408676350533544,Thüringen
sachsen-anhalt thüringen,17.78418866704557,0.19450231581357894,-2.118022784359756,-0.3638685709953821,0.32317372751835655,sachsen-anhalt thüringen
einstellen,57.165988058750585,0.2954128375925997,-1.1953754492064854,-1.3499547604228925,0.34677104774109785,einstellen
thüringen ein+stell+en,3.1173676264203496,0.1416841057981685,-0.3767019351634692,0.37568912541486116,-0.18704150497080013,thüringen ein+stell+en
drei,51.289505499097956,-0.13006329109079104,-0.10972632526487319,-0.07186505777020137,0.14637493054898476,drei
drei bund+es+land+ern,2.849415528980762,0.6547499622127976,-0.2868268946445761,-0.2930940548405415,-0.48925741159401365,drei bund+es+land+ern
Tagesverlauf,17.412310023616946,0.9374020200419556,-1.1879222261242552,-0.6916602043196292,-0.6855581929728949,Tagesverlauf
bund+es+land+ern tag+es+verlauf,2.6135019639999153,0.5595420821981212,-0.20040406959911397,-0.20667122979507932,-0.40283458654855153,bund+es+land+ern tag+es+verlauf
teils,95.06253702305193,0.4028272884199312,-1.1222895932500716,-1.2701578652208168,0.25766767166452603,teils
tag+es+verlauf teils,2.851773539018355,0.6555815014279394,-0.28765409407400266,-0.2939212542699679,-0.49008461102344025,tag+es+verlauf teils
Gewittern,155.36583406590012,1.2984554879911352,-2.697107044350561,-2.5106441958608365,-2.7467649160835097,Gewittern
teils gewitter+n,3.5490355038005363,0.8356774137339432,-0.5063888764487946,-0.5126560366447598,-0.7088193933982319,teils gewitter+n
Starkregen,105.53354593072481,1.1047127883928962,-1.9119360503533307,-1.66480597450915,-0.8999512166090667,Starkregen
gewitter+n stark+reg+en,10.24523536131784,1.200711983293307,-1.5665257536591548,-1.5727929138551202,-1.7689562706085922,gewitter+n stark+reg+en
Böen,48.580230784150444,0.438447663191857,0.1894653843676858,-2.174031537988246,-0.053774405090780256,Böen
stark+reg+en böe+n,2.5813018239658554,0.5443778088718322,-0.1880068535527702,-0.1942740137487355,-0.39043737050220767,stark+reg+en böe+n
zu…,8.40637206759221,0.4117590535137475,-0.52380265195315,-1.3749701568904131,0.16639864688343983,zu…
böe+n zu…,2.536816845548958,0.5223904158115505,-0.1706230836376936,-0.17689024383365892,-0.37305360058713105,böe+n zu…
+541,3.1265184248806692,0.6182111235625001,-0.37963306008686454,-0.3859002202828298,-0.33142418665764384,+541
zu… +541,2.5006669094383804,0.5035662699113433,-0.1562704590202811,-0.16253761921624651,-0.3587009759697185,zu… +541
+541 chars,3.0791159356101394,0.6025082922511514,-0.3643555208364621,-0.37062268103242746,-0.3179285111952662,+541 chars
Effenberg,6.129459397431323,0.20208126204161628,-1.0528195553527746,1.055697641706868,-1.255250072302212,Effenberg
bayern effenberg,3.813152232308976,0.13759317615352065,-0.5781692035743206,0.8755710345809151,-0.7805997205237581,bayern effenberg
Diáz,4.199135279411859,0.15319038675616406,-0.6745916171835046,0.9227830188035487,-0.8770221341329418,Diáz
effenberg diáz,4.199135279411859,0.15319038675616406,-0.6745916171835046,0.9227830188035487,-0.8770221341329418,effenberg diáz
Blüte,268.80368092454574,0.2161418599234692,-2.8857889597408124,1.2791535931527374,-2.5939810382155244,Blüte
diáz blüte,6.634629884371099,0.21005040731886376,-1.1320158828638742,1.0760435901499465,-1.3344463998133116,diáz blüte
Lebens,15.56152491995881,0.3057882858489406,-0.9299780528532532,1.0050435652197534,-1.4224492939287599,Lebens
blüte leben+s,12.938020867076652,0.25390322717976227,-1.7998833294182013,1.18967475126381,-2.0023138463676387,blüte leben+s
Stefan,11.081792072320386,0.5336287077432837,-0.22763106706904712,0.1801696887112953,-0.6291346048841094,Stefan
leben+s stefan,4.030793140329724,0.1467325652164375,-0.6336761645549611,0.9036087017561408,-0.8361066815043987,leben+s stefan
stefan effenberg,4.60106611084919,0.16676506103680214,-0.7660010388160892,0.9616066271726721,-0.9684315557655268,stefan effenberg
findet,22.818446732487605,-0.16578551724874713,0.22736043089998248,0.35727613509874706,-0.23045424044521787,findet
effenberg find+et,3.5988313792677964,0.1276094772326236,-0.5203221748384496,0.8435690205088986,-0.7227526917878871,effenberg find+et
Luis,4.874511682923811,0.4555453334553383,-0.823732930773232,0.747789636119745,-1.0261634477226693,Luis
find+et luis,3.4098010776723235,0.11788663243988466,-0.4663669535463232,0.8108060835420398,-0.6687974704957607,find+et luis
Díaz,4.499719317789809,0.35200967451347914,-0.7437280199523626,0.8052049608637879,-0.9461585369018001,Díaz
luis díaz,4.499719317789809,0.35200967451347914,-0.7437280199523626,0.8052049608637879,-0.9461585369018001,luis díaz
Cent,4.407577727622992,0.27993465277144824,0.23190769836852837,0.47432409511193563,-0.9254687863384052,Cent
díaz cent,3.2500514163208587,0.10892250449226737,-0.418383815568826,0.7789785489320773,-0.6208143325182636,díaz cent
wert,3.2954348373937803,0.1684015485739904,-0.4322511270532742,0.7442334851403012,-0.6346816440027117,wert
cent wert,3.2103772626104954,0.10658230683601691,-0.40610145647502577,0.7703831557185497,-0.6085319734244631,cent wert
Der,886.2445544687002,-0.07365239304794746,-0.23994410046339307,0.008119939517477958,0.12801958973037356,Der
ehemalige,5.865287356145007,-0.004888061886423367,-0.2846690586323251,0.9357364124195128,-0.8975994066956947,ehemalige
der ehemalig+e,4.473341087825819,0.26602783773190575,-0.7378485753129309,0.8754163182494282,-0.9402790922623684,der ehemalig+e
Bayern-Profi,3.061766491088206,0.09738901061733315,-0.3587050330148466,0.7353287891973684,-0.5611355499642842,Bayern-Profi
ehemalig+e bayern+-+profi,3.061766491088206,0.09738901061733315,-0.3587050330148466,0.7353287891973684,-0.5611355499642842,ehemalig+e bayern+-+profi
erklärt,29.793319444497847,-0.35962203563414485,0.09356387543470171,0.48483301833686165,-0.13549948594036787,erklärt
bayern+-+profi erklär+t,3.0010808437548375,0.09343335964288353,-0.3386855039799194,0.7195540299645243,-0.541116020929357,bayern+-+profi erklär+t
warum,38.781574897991305,0.06269206079008768,0.4365088030946689,0.41306985648023153,-0.7229160285660803,warum
erklär+t warum,4.1268575238158824,0.2152628282642051,-0.6572292261778155,0.6972175402276303,-0.5213820622208464,erklär+t warum
überzeugt,4.740099521344021,0.2774011711766891,-0.16833292054002488,0.1817908677000531,-0.2668931487651336,überzeugt
effenberg überzeug+t,2.872264958505995,0.08463206945685366,-0.29481390162379384,0.6827480965728728,-0.49724441857323154,effenberg überzeug+t
Neuzugang,4.494547653306803,0.6555855649900735,-0.27652373903002475,0.20691075732161063,-0.9450085454528965,Neuzugang
überzeug+t neuzugang,2.829908245035897,0.08161506378198491,-0.27995728782663726,0.6695314979984324,-0.4823878047760748,überzeug+t neuzugang
neuzugang luis,2.8063033605323895,0.07990693979998492,-0.27158108616259735,0.6619002701539799,-0.4740116031120349,neuzugang luis
díaz bayern,2.7703024358802164,0.07726473671708467,-0.2586694958133979,0.6498734682677171,-0.4611000127628353,díaz bayern
Anhieb,2.7493508512127187,0.07570640312867176,-0.25107782865476186,0.642648123980813,-0.4535083456041993,Anhieb
bayern anhieb,2.7493508512127187,0.07570640312867176,-0.25107782865476186,0.642648123980813,-0.4535083456041993,bayern anhieb
weiterhelfen,2.7368457456747954,0.0747690620847207,-0.24651906851041144,0.6382530757490464,-0.4489495854598489,weiterhelfen
anhieb weiter+helf+en,2.7368457456747954,0.0747690620847207,-0.24651906851041144,0.6382530757490464,-0.4489495854598489,anhieb weiter+helf+en
Das,431.1872040740577,0.08662211984769243,-0.17686448981032926,-0.2117205821534438,0.0933108905184718,Das
Transfer,5.517366606877049,0.2150557251127937,-0.947613681432137,-0.09977822500861878,0.1418260893513357,Transfer
der transfer,2.6864749682083398,0.07093875057317708,-0.2279429124671744,0.6198925439563436,-0.4303734294166119,der transfer
sofort,8.048224390765945,-0.006931203550888548,-0.7987140276864995,0.5423044150714108,-0.0855611984457702,sofort
transfer sofort,2.660872105048716,0.06895841094056206,-0.21836692704635066,0.6101340350238662,-0.4207974439957881,transfer sofort
funktioniert,4.118184650917348,-0.3717840683344021,-0.6551254464970092,0.16666341041938545,0.28755428908301217,funktioniert
sofort funktionier+t,2.6521040590553637,0.06827506970836486,-0.21506630845424207,0.6067225484621525,-0.4174968254036795,sofort funktionier+t
braucht,29.717763055838414,0.344628941092863,-0.19411191337170847,0.27105729509851717,-0.4101074848488835,braucht
Zeit,78.33913118965769,-0.05717459879704413,-0.29248891324969484,0.5182615787910927,-0.17549816890685735,Zeit
brauch+t zeit,4.102123647744424,-0.3840099664644367,-0.6512178014241973,0.1431361719310212,0.30032592333221475,brauch+t zeit
einzugewöhnen,2.605642539071585,0.06461065883504818,-0.1973922998101705,0.5880216700990796,-0.3998228167596079,einzugewöhnen
zeit ein+zu+gewöhn+en,2.605642539071585,0.06461065883504818,-0.1973922998101705,0.5880216700990796,-0.3998228167596079,zeit ein+zu+gewöhn+en
und…,13.840979040141816,0.17723060532555435,-1.2105832761209372,0.5348293350084935,-0.15377199061634245,und…
ein+zu+gewöhn+en und…,2.5921207889509246,0.06353062115508594,-0.19218937702566471,0.5823730748678179,-0.39461989397510217,ein+zu+gewöhn+en und…
+1034,2.586580203748272,0.06308632447793998,-0.19004961752826943,0.5800305411018811,-0.39248013447770697,+1034
und… +1034,2.586580203748272,0.06308632447793998,-0.19004961752826943,0.5800305411018811,-0.39248013447770697,und… +1034
+1034 chars,2.5811826611955686,0.06265252660513486,-0.18796068866040086,0.5777325762027774,-0.3903912056098384,+1034 chars
Niedersachsen,88.18644479385557,-0.1963210207656583,-0.35236496807810236,-2.4551600951453665,0.5087879475785121,Niedersachsen
Krise,9.072184295921645,0.2180235024276801,0.7459863329789588,-0.9374056301880201,-0.4613270917436696,Krise
niedersachsen krise,2.943284116882566,-0.41297537095047904,1.0040058101942944,-0.3255061636188729,-0.5216695203723449,niedersachsen krise
Spargelland,3.490720372044799,-0.5835574917161522,1.1682875799187364,-0.49608828438454633,-0.6922516411380183,Spargelland
krise spargel+land,3.490720372044799,-0.5835574917161522,1.1682875799187364,-0.49608828438454633,-0.6922516411380183,krise spargel+land
deutliches,6.002072078597847,-0.4951138068352064,1.1065424224348437,0.009033570355766466,-0.9977396764859024,deutliches
